timestamp,handle,collection_id,old_title,new_title,old_description,new_description
2026-07-02T22:48:04.585Z,chrome-hearts,gid://shopify/Collection/687833284994,Chrome Hearts Collection – Shop Chrome Hearts,"Chrome Hearts Suisse | Hoodies, Bijoux & Lunettes",,
2026-07-02T22:48:04.975Z,travis-scott-apparel,gid://shopify/Collection/688184721794,Travis Scott Vêtements & Apparel — Streetwear,Travis Scott Vêtements Suisse | Merch & Apparel,,
2026-07-02T22:48:05.397Z,active-clothing,gid://shopify/Collection/687872082306,Active Clothing & Sportswear – Shop Premium Brands,Vêtements de Sport Suisse | Sportswear Premium,,
2026-07-02T22:48:05.746Z,new-balance-327,gid://shopify/Collection/688187539842,New Balance 327 Sneakers – Retro Runner Icon,New Balance 327 Suisse | Retro Runner Authentique,,
2026-07-02T22:48:06.089Z,adidas-superstar,gid://shopify/Collection/688187244930,Adidas Superstar Sneakers – Iconic Shell-Toe Classic,Adidas Superstar Suisse | Shell-Toe Iconique,,
2026-07-02T22:48:06.472Z,adidas-xlg-runner,gid://shopify/Collection/688187212162,Adidas XLG Runner Sneakers – Chunky Street Style,Adidas XLG Runner Suisse | Chunky Street Style,,
2026-07-02T22:48:06.917Z,new-balance-1000,gid://shopify/Collection/688187474306,New Balance 1000 Sneakers – Heritage Runner,New Balance 1000 Suisse | Heritage Runner,,
2026-07-02T22:48:07.341Z,moonswatch,gid://shopify/Collection/688170992002,Swatch x Omega MoonSwatch — Montres & Collectibles,MoonSwatch Suisse | Swatch x Omega Authentique,,
2026-07-02T22:48:07.751Z,nike-x-nocta,gid://shopify/Collection/688183705986,Nike x NOCTA Sneakers — Chaussures & Streetwear,Nike x NOCTA Suisse | Sneakers Drake Authentiques,,
2026-07-02T22:48:08.136Z,nike-air-force-1-mid,gid://shopify/Collection/688179151234,Nike Air Force 1 Mid — Sneakers & Streetwear,Nike Air Force 1 Mid Suisse | AF1 Mid Authentique,,
2026-07-03T09:18:52.679Z,yeezy-clothing,gid://shopify/Collection/688357441922,"Yeezy Clothing — Hoodies, T-Shirts & Apparel | Resell Lausanne",Yeezy Clothing Suisse | Hoodies & Streetwear,,
